Column_1,Column_1_Link,Column_2,Column_2_Link,Column_3,Column_3_Link,Column_4,Column_4_Link,Column_5,Column_5_Link,Column_6,Column_6_Link,Column_7,Column_7_Link,Column_8,Column_8_Link,Column_9,Column_9_Link,Column_10,Column_10_Link,Column_11,Column_11_Link,Column_12,Column_12_Link,Column_13,Column_13_Link,Column_14,Column_14_Link,Column_15,Column_15_Link,Column_16,Column_16_Link,Column_17,Column_17_Link,Column_18,Column_18_Link,Column_19,Column_19_Link,Column_20,Column_20_Link,Column_21,Column_21_Link,Column_22,Column_22_Link,Column_23,Column_23_Link,Column_24,Column_24_Link,Column_25,Column_25_Link,Column_26,Column_26_Link
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Reverse Linked List,https://leetcode.com/problems/reverse-linked-list/,Sprinklr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Linked List Cycle,https://leetcode.com/problems/linked-list-cycle/, Accolite Amazon D-E-Shaw Hike Lybrate Mahindra Comviva MakeMyTrip MAQ Software OYO Rooms Paytm Qualcomm Samsung SAP Labs Snapdeal Veritas VMWare Walmart Adobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Merge Two Sorted Lists,https://leetcode.com/problems/merge-two-sorted-lists/, Accolite Amazon Belzabar Brocade FactSet Flipkart MakeMyTrip Microsoft OATS Systems Oracle Samsung Synopsys Zoho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Delete without Head node,https://www.geeksforgeeks.org/given-only-a-pointer-to-a-node-to-be-deleted-in-a-singly-linked-list-how-do-you-delete-it/, Amazon Goldman Sachs Kritikal Solutions Microsoft Samsung Visa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Remove duplicates from an unsorted linked list,https://www.geeksforgeeks.org/remove-duplicates-from-an-unsorted-linked-list/, Amazon Intuit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Sort a linked list of 0s-1s-or-2s,https://www.geeksforgeeks.org/sort-a-linked-list-of-0s-1s-or-2s/,Microsoft Amazon MakeMyTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Multiply two numbers represented linked lists,https://www.geeksforgeeks.org/multiply-two-numbers-represented-linked-lists/, Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Remove nth node from end of list,https://leetcode.com/problems/remove-nth-node-from-end-of-list/, Accolite Adobe Amazon Citicorp Epic Systems FactSet Hike MAQ Software Monotype Solutions Morgan Stanley OYO Rooms Qualcomm Samsung Snapdeal Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Reorder List,https://leetcode.com/problems/reorder-list/, Amazon Microsoft OYO Rooms Intuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Detect and remove loop in a linked list,https://www.geeksforgeeks.org/detect-and-remove-loop-in-a-linked-list/, Accolite Amazon D-E-Shaw Hike Lybrate Mahindra Comviva MakeMyTrip MAQ Software OYO Rooms Paytm Qualcomm Samsung SAP Labs Snapdeal Veritas VMWare Walmart Adobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Write a Function to get the Intersection Point of two Linked Lists,https://www.geeksforgeeks.org/write-a-function-to-get-the-intersection-point-of-two-linked-lists/,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Flatten a linked list with next and child pointers,https://www.geeksforgeeks.org/flatten-a-linked-list-with-next-and-child-pointers/,Google ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Linked list in zig-zag fashion,https://www.geeksforgeeks.org/linked-list-in-zig-zag-fashion/,Micorsoft ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Reverse a doubly linked list,https://practice.geeksforgeeks.org/problems/reverse-a-doubly-linked-list/1,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Delete nodes which have a greater value on right side,https://www.geeksforgeeks.org/delete-nodes-which-have-a-greater-value-on-right-side/,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Segregate even and odd Elements in a Linked List,https://www.geeksforgeeks.org/segregate-even-and-odd-elements-in-a-linked-list/,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Point to next higher value node in a linked list with an Arbitrary Pointer,https://www.geeksforgeeks.org/point-to-next-higher-value-node-in-a-linked-list-with-an-arbitrary-pointer/,GeekyAnts ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Rearrange a given linked list in place,https://www.geeksforgeeks.org/rearrange-a-given-linked-list-in-place/,Ola Uber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Sort Biotonic Doubly Linked Lists,https://www.geeksforgeeks.org/sort-biotonic-doubly-linked-list/,Morgan Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Merge K Sorted Lists,https://leetcode.com/problems/merge-k-sorted-lists/,Microsoft+ Ola+ eBay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Merge sort for linked list,https://www.geeksforgeeks.org/merge-sort-for-linked-list/, Accolite Adobe Amazon MAQ Software Microsoft Paytm Veritas,,Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Quicksort on singly-linked list,https://www.geeksforgeeks.org/quicksort-on-singly-linked-list/, Paytm,,Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Sum of two linked lists,https://www.geeksforgeeks.org/sum-of-two-linked-lists/, Accolite Amazon Flipkart MakeMyTrip Microsoft Morgan Stanley Qualcomm Snapdeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Flattening a linked list,https://www.geeksforgeeks.org/flattening-a-linked-list/, 24*7 Innovation Labs Amazon Drishti-Soft Flipkart Goldman Sachs Microsoft Paytm Payu Qualcomm Snapdeal Visa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Clone a linked list with next and random Pointer,https://www.geeksforgeeks.org/a-linked-list-with-next-and-arbit-pointer/,Triology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linked List,,Subtract two numbers represented as linked lists,https://www.geeksforgeeks.org/subtract-two-numbers-represented-as-linked-lists/,Amazon Goldman Sachs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Implement two stacks in an Array,https://www.geeksforgeeks.org/implement-two-stacks-in-an-array/, 24*7 Innovation Labs Microsoft Samsung Snapdeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Evaluation of Postfix Expression,https://www.geeksforgeeks.org/stack-set-4-evaluation-postfix-expression/,Amazon + Google + Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Implement Stack using Queues,https://leetcode.com/problems/implement-stack-using-queues/,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Queue Reversal,https://practice.geeksforgeeks.org/problems/queue-reversal/1,Amazon + Morgain Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Implement Stack Queue using Deque,https://www.geeksforgeeks.org/implement-stack-queue-using-deque/,Microsoft +Atlassian ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Reverse first k elements of queue,https://practice.geeksforgeeks.org/problems/reverse-first-k-elements-of-queue/1,Microsoft + Amdocs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Design Stack with Middle Operation,https://www.geeksforgeeks.org/design-a-stack-with-find-middle-operation/,MaQ Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Infix to Postfix,https://www.geeksforgeeks.org/stack-set-2-infix-to-postfix/,Amazon + Samsung + Paytm + Vmware inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Design and Implement Special stack ,https://www.geeksforgeeks.org/design-and-implement-special-stack-data-structure/,Amazon Google Microsoft Visa Goldman Sachs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Longest Valid String,https://www.geeksforgeeks.org/length-of-the-longest-valid-substring/, Google Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Find if an expression has duplicate parenthesis or not,https://www.geeksforgeeks.org/find-expression-duplicate-parenthesis-not/,Flipkart Oracle OYO Rooms Snapdeal Walmart Yatra.com Microsoft Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Stack permutations check if an array is stack permutation of other,https://www.geeksforgeeks.org/stack-permutations-check-if-an-array-is-stack-permutation-of-other/,Visa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Count natural numbers whose permutation greater number,https://www.geeksforgeeks.org/count-natural-numbers-whose-permutation-greater-number/,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Sort a stack using Recursion,https://www.geeksforgeeks.org/sort-a-stack-using-recursion/,Amazon Goldman Sachs IBM Intuit Kuliza Yahoo Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Queue based approach for first non repeating character in a stream,https://www.geeksforgeeks.org/queue-based-approach-for-first-non-repeating-character-in-a-stream/, Microsoft Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,The Celebrity Problem,https://practice.geeksforgeeks.org/problems/the-celebrity-problem/1,Google + Visa + Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Next larger Element,https://practice.geeksforgeeks.org/problems/next-larger-element-1587115620/1,Visa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Distance of nearest cell,https://practice.geeksforgeeks.org/problems/distance-of-nearest-cell-having-1-1587115620/1,Flipkar + Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Rotten-oranges,https://practice.geeksforgeeks.org/problems/rotten-oranges2536/1,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Next smaller element,https://www.geeksforgeeks.org/next-smaller-element/,Codenation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Circular-tour,https://practice.geeksforgeeks.org/problems/circular-tour/1,Codenation Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Efficiently implement k-stacks single array,https://www.geeksforgeeks.org/efficiently-implement-k-stacks-single-array/,Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,The celebrity problem,http://geeksforgeeks.org/the-celebrity-problem/,Google + Visa + Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Iterative tower of hanoi,https://www.geeksforgeeks.org/iterative-tower-of-hanoi/, Microsoft Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Find the maximum of minimums for every window size in a given array,https://www.geeksforgeeks.org/find-the-maximum-of-minimums-for-every-window-size-in-a-given-array/, Amazon Microsoft Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,lru cache implementation,https://www.geeksforgeeks.org/lru-cache-implementation/,Microsoft + Uber + Alibaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stacks & Queues,,Find a tour that visits all stations,https://www.geeksforgeeks.org/find-a-tour-that-visits-all-stations/,Uber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Activity selection problem greedy algo,https://www.geeksforgeeks.org/activity-selection-problem-greedy-algo-1/, Facebook Morgan Stanley Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Greedy algorithm to find minimum number of coins,https://www.geeksforgeeks.org/greedy-algorithm-to-find-minimum-number-of-coins/, Accolite Amazon Morgan Stanley Oracle Paytm Samsung Snapdeal Synopsys Visa Microsoft Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Minimum sum two numbers formed digits array-2,https://www.geeksforgeeks.org/minimum-sum-two-numbers-formed-digits-array-2/, Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Minimum sum absolute difference pairs two arrays,https://www.geeksforgeeks.org/minimum-sum-absolute-difference-pairs-two-arrays/, Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Find maximum height pyramid from the given array of objects,https://www.geeksforgeeks.org/find-maximum-height-pyramid-from-the-given-array-of-objects/,Flipkart Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Minimum cost for acquiring all coins with k extra coins allowed with every coin,https://www.geeksforgeeks.org/minimum-cost-for-acquiring-all-coins-with-k-extra-coins-allowed-with-every-coin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Find maximum equal sum of every three stacks,http://geeksforgeeks.org/find-maximum-sum-possible-equal-sum-three-stacks/,Microsoft  Amazon Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Job sequencing problem,https://www.geeksforgeeks.org/job-sequencing-problem/,Microsoft + Acolite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Greedy algorithm egyptian fraction,https://www.geeksforgeeks.org/greedy-algorithm-egyptian-fraction/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Fractional knapsack problem,https://www.geeksforgeeks.org/fractional-knapsack-problem/, Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Maximum length chain of pairs,https://www.geeksforgeeks.org/maximum-length-chain-of-pairs-dp-20/, Amazon Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Find smallest number with given number of digits and digit sum,https://www.geeksforgeeks.org/find-smallest-number-with-given-number-of-digits-and-digit-sum/, MAQ Software OYO Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Maximize sum of consecutive differences circular-array,https://www.geeksforgeeks.org/maximize-sum-consecutive-differences-circular-array/,Maccafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,paper-cut minimum number squares,https://www.geeksforgeeks.org/paper-cut-minimum-number-squares/, Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Lexicographically smallest array-k consecutive swaps,http://geeksforgeeks.org/lexicographically-smallest-array-k-consecutive-swaps/,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Problems-CHOCOLA,https://www.spoj.com/problems/CHOCOLA/, Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Find minimum time to finish all jobs with given constraints,https://www.geeksforgeeks.org/find-minimum-time-to-finish-all-jobs-with-given-constraints/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Job sequencing using disjoint set union,https://www.geeksforgeeks.org/job-sequencing-using-disjoint-set-union/, Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Rearrange characters string such that no two adjacent are same,https://www.geeksforgeeks.org/rearrange-characters-string-no-two-adjacent/, Amazon Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Minimum edges to reverse to make path from a source to a destination,https://www.geeksforgeeks.org/minimum-edges-reverse-make-path-source-destination/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Minimize Cash Flow among a given set of friends who have borrowed money from each other,https://www.geeksforgeeks.org/minimize-cash-flow-among-given-set-friends-borrowed-money/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greedy,,Minimum Cost to cut a board into squares,https://www.geeksforgeeks.org/minimum-cost-cut-board-squares/,Maccafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,, Maximum Depth of Binary Tree,https://leetcode.com/problems/maximum-depth-of-binary-tree/, Amazon Cadence India CouponDunia D-E-Shaw FactSet FreeCharge MakeMyTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Reverse Level Order Traversal,https://practice.geeksforgeeks.org/problems/reverse-level-order-traversal/1,Amazon + Microsoft + flipkart + Adobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Subtree of Another Tree,https://leetcode.com/problems/subtree-of-another-tree/,Amazon + Microsoft + Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Invert Binary Tree,https://leetcode.com/problems/invert-binary-tree/, Amazon Hike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Binary Tree Level Order Traversal,https://leetcode.com/problems/binary-tree-level-order-traversal/, Accolite Adobe Amazon Cisco D-E-Shaw Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Left View of Binary Tree,https://practice.geeksforgeeks.org/problems/left-view-of-binary-tree/1,Microsoft + Adobe + Cisco Networking Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Right View of Binary Tree,https://practice.geeksforgeeks.org/problems/right-view-of-binary-tree/1,Amdocs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,ZigZag Tree Traversal,https://practice.geeksforgeeks.org/problems/zigzag-tree-traversal/1, Amazon Cisco FactSet Hike Snapdeal Walmart Microsoft Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Create a mirror tree from the given binary tree,https://www.geeksforgeeks.org/create-a-mirror-tree-from-the-given-binary-tree/, Accolite Adobe Amazon Belzabar EBay Goldman Sachs Microsoft Morgan Stanley Myntra Ola Cabs Paytm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Leaf at same level,https://practice.geeksforgeeks.org/problems/leaf-at-same-level/1, Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Check for Balanced Tree,https://practice.geeksforgeeks.org/problems/check-for-balanced-tree/1, Amazon Walmart Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Transform to Sum Tree,https://practice.geeksforgeeks.org/problems/transform-to-sum-tree/1, Amazon FactSet Microsoft Samsung Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Check if Tree is Isomorphic ,https://practice.geeksforgeeks.org/problems/check-if-tree-is-isomorphic/1, Amazon Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Same Tree,https://leetcode.com/problems/same-tree/, Amazon Microsoft Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Construct Binary Tree from Preorder and Inorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/, Accolite Amazon Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Height of Binary Tree ,https://practice.geeksforgeeks.org/problems/height-of-binary-tree/1, Amazon Cadence India CouponDunia D-E-Shaw FactSet FreeCharge MakeMyTrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Diameter of a Binary Tree,https://practice.geeksforgeeks.org/problems/diameter-of-binary-tree/1, Amazon Microsoft OYO Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Top View of Binary Tree,https://practice.geeksforgeeks.org/problems/top-view-of-binary-tree/1,Microsoft + Adobe + Expedia Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Bottom View of Binary Tree ,https://practice.geeksforgeeks.org/problems/bottom-view-of-binary-tree/1,DE Shaw India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Diagonal Traversal of Binary Tree ,https://www.geeksforgeeks.org/diagonal-traversal-of-binary-tree/, Amazon Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Boundary Traversal of binary tree,https://practice.geeksforgeeks.org/problems/boundary-traversal-of-binary-tree/1, Accolite Amazon FactSet Hike Kritikal Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Construct Binary Tree from String with Brackets,https://www.geeksforgeeks.org/construct-binary-tree-string-bracket-representation/, Microsoft Morgan Stanley OYO Rooms Payu Samsung Snapdeal Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Minimum swap required to convert binary tree to binary search tree,https://www.geeksforgeeks.org/minimum-swap-required-convert-binary-tree-binary-search-tree/, Adobe Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Duplicate subtree in Binary Tree,https://practice.geeksforgeeks.org/problems/duplicate-subtree-in-binary-tree/1, Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Check if a given graph is tree or not,https://www.geeksforgeeks.org/check-given-graph-tree/,Microsoft Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Lowest Common Ancestor in a Binary Tree,https://practice.geeksforgeeks.org/problems/lowest-common-ancestor-in-a-binary-tree/1, Accolite Amazon American Express Cisco Expedia Flipkart MakeMyTrip Microsoft OYO Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Min distance between two given nodes of a Binary Tree,https://practice.geeksforgeeks.org/problems/min-distance-between-two-given-nodes-of-a-binary-tree/1, Amazon Linkedin MakeMyTrip Ola Cabs Qualcomm Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Duplicate Subtrees,https://practice.geeksforgeeks.org/problems/duplicate-subtrees/1,Ola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Kth ancestor of a node in binary tree,https://www.geeksforgeeks.org/kth-ancestor-node-binary-tree-set-2/,Josh Technology Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Binary Tree Maximum Path Sum,https://leetcode.com/problems/binary-tree-maximum-path-sum/,Samsung + Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Serialize and Deserialize Binary Tree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/, Flipkart InMobi Linkedin MAQ Software Microsoft Paytm Quikr Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Binary Tree to DLL,https://practice.geeksforgeeks.org/problems/binary-tree-to-dll/1, Accolite Amazon Goldman Sachs Microsoft Morgan Stanley Salesforce Snapdeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Trees,,Print all k-sum paths in a binary tree,https://www.geeksforgeeks.org/print-k-sum-paths-binary-tree/, Accolite Amazon Goldman Sachs ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Lowest Common Ancestor of a Binary Search Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/, Accolite Amazon Flipkart MAQ Software Microsoft Samsung Synopsys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
